iter	Passed	Remaining
291	25426	152125
292	25496	151936
293	25565	151738
294	25666	151737
295	25716	151434
296	25823	151462
297	25870	151143
298	25956	151052
299	26009	150768
300	26070	150534
301	26136	150329
302	26199	150107
303	26257	149859
304	26325	149669
305	26407	149556
306	26458	149268
307	26524	149070
308	26602	148942
309	26696	148899
310	26780	148799
311	26852	148638
312	26931	148509
313	26998	148318
314	27051	148052
315	27104	147786
316	27166	147575
317	27242	147432
318	27338	147406
319	27397	147177
320	27469	147019
321	27570	147013
322	27652	146910
323	27725	146756
324	27804	146635
325	27873	146463
326	27934	146252
327	28031	146227
328	28109	146101
329	28185	145966
330	28246	145754
331	28322	145619
332	28376	145376
333	28449	145229
334	28542	145184
335	28645	145187
336	28702	144958
337	28751	144695
338	28812	144489
339	28878	144309
340	28968	144250
341	29024	144021
342	29091	143846
343	29166	143713
344	29259	143668
345	29355	143640
346	29471	143706
347	29541	143547
348	29657	143612
349	29738	143508
350	29822	143420
351	29963	143601
352	30101	143773
353	30169	143603
354	30250	143499
355	30333	143404
356	30400	143232
357	30465	143050
358	30538	142910
359	30630	142858
360	30713	142761
361	30802	142697
362	30881	142580
363	30989	142601
364	31079	142538
365	31128	142287
366	31222	142244
367	31322	142227
368	31408	142145
369	31508	142127
370	31589	142025
371	31640	141787
372	31714	141651
373	31816	141643
374	31914	141614
375	32015	141601
376	32107	141546
377	32213	141553
378	32300	141473
379	32389	141403
380	32469	141297
381	32523	141077
382	32618	141035
383	32674	140825
384	32751	140702
385	32855	140699
386	32966	140725
387	33067	140709
388	33164	140673
389	33272	140684
390	33359	140606
391	33460	140586
392	33542	140487
393	33608	140320
394	33714	140321
395	33815	140299
396	33927	140324
397	34020	140271
398	34123	140255
399	34229	140254
400	34315	140171
401	34399	140080
402	34500	140054
403	34606	140052
404	34707	140029
405	34809	140009
406	34902	139954
407	35006	139939
408	35115	139946
409	35217	139924
410	35319	139902
411	35417	139863
412	35527	139874
413	35624	139830
414	35723	139794
415	35823	139762
416	35936	139782
417	36044	139782
418	36160	139810
419	36265	139794
420	36346	139687
421	36436	139613
422	36551	139640
423	36666	139662
424	36780	139678
425	36894	139695
426	37000	139684
427	37114	139699
428	37229	139718
429	37315	139629
430	37426	139632
431	37524	139586
432	37636	139595
433	37752	139615
434	37865	139623
435	37981	139642
436	38093	139646
437	38204	139646
438	38317	139655
439	38420	139621
440	38515	139562
441	38608	139498
442	38722	139504
443	38841	139530
444	38948	139515
445	39064	139528
446	39173	139516
447	39274	139477
448	39386	139475
449	39502	139489
450	39599	139432
451	39702	139396
452	39815	139397
453	39929	139401
454	40058	139456
455	40166	139439
456	40263	139381
457	40370	139359
458	40474	139322
459	40589	139327
460	40722	139394
461	40853	139448
462	40964	139437
463	41081	139446
464	41194	139440
465	41318	139470
466	41439	139490
467	41546	139464
468	41663	139471
469	41776	139461
470	41883	139435
471	42007	139461
472	42114	139432
473	42214	139377
474	42332	139385
475	42447	139379
476	42588	139460
477	42713	139488
478	42834	139501
479	42954	139511
480	43064	139488
481	43190	139517
482	43320	139556
483	43428	139525
484	43546	139528
485	43663	139524
486	43782	139527
487	43880	139463
488	43999	139465
489	44102	139416
490	44207	139375
491	44316	139343
492	44428	139322
493	44527	139260
494	44643	139250
495	44742	139189
496	44851	139157
497	44966	139144
498	45078	139119
499	45183	139073
500	45290	139034
501	45392	138979
502	45505	138959
503	45621	138946
504	45729	138907
505	45841	138884
506	45941	138822
507	46056	138803
508	46167	138774
509	46280	138750
510	46387	138709
511	46481	138627
512	46589	138588
513	46703	138565
514	46812	138527
515	46925	138503
516	47036	138471
517	47143	138428
518	47248	138377
519	47352	138322
520	47468	138305
521	47579	138271
522	47694	138250
523	47804	138213
524	47908	138159
525	48017	138119
526	48129	138085
527	48242	138058
528	48356	138030
529	48472	138009
530	48584	137975
531	48697	137945
532	48813	137924
533	48929	137900
534	49047	137881
535	49151	137825
536	49263	137790
537	49383	137778
538	49485	137713
539	49596	137677
540	49707	137637
541	49813	137585
542	49922	137539
543	50033	137499
544	50143	137458
545	50253	137415
546	50368	137385
547	50490	137373
548	50592	137309
549	50700	137259
550	50826	137259
551	51005	137401
552	51159	137472
553	51300	137510
554	51431	137520
555	51563	137534
556	51676	137495
557	51822	137543
558	51968	137589
559	52102	137607
560	52215	137564
561	52335	137542
562	52448	137503
563	52554	137442
564	52653	137364
565	52761	137311
566	52858	137227
567	52973	137191
568	53077	137123
569	53187	137073
570	53299	137030
571	53418	137001
572	53546	136997
573	53654	136941
574	53759	136876
575	53869	136824
576	53983	136783
577	54088	136718
578	54202	136676
579	54298	136588
580	54411	136544
581	54517	136479
582	54627	136429
583	54744	136391
584	54832	136284
585	54941	136227
586	55038	136142
587	55141	136072
588	55247	136007
589	55352	135943
590	55461	135884
591	55554	135789
592	55655	135712
593	55749	135619
594	55859	135565
595	55974	135521
596	56141	135604
597	56287	135636
598	56390	135562
599	56517	135548
600	56903	136150
601	57115	136337
602	57229	136286
603	57367	136295
604	57520	136336
605	57643	136308
606	57762	136270
607	57927	136339
608	58052	136314
609	58179	136292
610	58298	136252
611	58416	136209
612	58538	136175
613	58664	136150
614	58771	136082
615	58880	136018
616	58991	135957
617	59090	135868
618	59198	135802
619	59296	135712
620	59431	135705
621	59550	135664
622	59653	135584
623	59770	135536
624	59882	135477
625	60001	135433
626	60092	135326
627	60206	135273
628	60302	135177
629	60420	135131
630	60537	135082
631	60650	135023
632	60736	134906
633	60842	134831
634	60951	134765
635	61066	134711
636	61183	134660
637	61291	134592
638	61413	134552
639	61520	134479
640	61624	134400
641	61727	134319
642	61836	134252
643	61949	134191
644	62066	134140
645	62157	134033
646	62251	133931
647	62343	133827
648	62445	133743
649	62550	133666
650	62665	133610
651	62759	133507
652	62876	133456
653	62975	133364
654	63083	133294
655	63194	133228
656	63301	133155
657	63415	133094
658	63518	133013
659	63632	132954
660	63742	132885
661	63860	132834
662	63977	132778
663	64090	132718
664	64195	132637
665	64297	132552
666	64417	132505
667	64537	132456
668	64645	132383
669	64750	132304
670	64861	132236
671	64978	132180
672	65085	132105
673	65204	132054
674	65322	131999
675	65426	131917
676	65504	131783
677	65619	131722
678	65724	131642
679	65859	131621
680	65973	131558
681	66087	131497
682	66204	131439
683	66311	131362
684	66419	131287
685	66541	131239
686	66646	131158
687	66761	131097
688	66834	130953
689	66950	130893
690	67073	130846
691	67198	130803
692	67308	130732
693	67426	130674
694	67547	130624
695	67663	130563
696	67740	130426
697	67852	130359
698	67988	130335
699	68107	130279
700	68210	130193
701	68325	130130
702	68452	130088
703	68566	130023
704	68679	129954
705	68784	129872
706	68920	129846
707	69007	129729
708	69112	129645
709	69214	129557
710	69329	129492
711	69453	129445
712	69567	129378
713	69688	129324
714	69784	129224
715	69902	129163
716	70024	129111
717	70141	129049
718	70249	128969
719	70342	128864
720	70455	128793
721	70535	128663
722	70647	128591
723	70762	128525
724	70867	128440
725	70972	128356
726	71086	128287
727	71202	128223
728	71298	128121
729	71406	128042
730	71520	127974
731	71638	127912
732	71737	127815
733	71842	127731
734	71956	127661
735	72062	127577
736	72133	127432
737	72218	127312
738	72333	127244
739	72451	127182
740	72565	127112
741	72673	127032
742	72768	126928
743	72883	126859
744	72997	126789
745	73103	126706
746	73222	126644
747	73335	126572
748	73425	126461
749	73538	126388
750	73658	126327
751	73768	126250
752	73868	126155
753	74004	126121
754	74119	126052
755	74229	125973
756	74352	125917
757	74502	125907
758	74618	125838
759	74736	125773
760	74837	125679
761	74996	125682
762	75112	125613
763	75226	125541
764	75343	125473
765	75452	125392
766	75566	125319
767	75667	125225
768	75785	125159
769	75895	125080
770	76008	125004
771	76118	124925
772	76234	124854
773	76343	124772
774	76455	124696
775	76554	124598
776	76663	124515
777	76749	124397
778	76855	124310
779	76969	124236
780	77083	124162
781	77195	124085
782	77301	123998
783	77408	123912
784	77519	123833
785	77619	123737
786	77724	123648
787	77840	123576
788	77958	123507
789	78052	123402
790	78165	123325
791	78258	123218
792	78364	123130
793	78484	123064
794	78575	122953
795	78708	122907
796	78863	122896
797	78975	122817
798	79078	122724
799	79217	122688
800	79362	122659
801	79480	122590
802	79611	122540
803	79730	122471
804	79820	122358
805	79935	122283
806	80048	122205
807	80176	122150
808	80311	122105
809	80430	122036
810	80570	121997
811	80710	121959
812	80818	121874
813	80931	121794
814	81010	121664
815	81133	121600
816	81248	121524
817	81364	121449
818	81470	121360
819	81587	121287
820	81687	121188
821	81812	121126
822	81949	121082
823	82057	120994
824	82171	120917
825	82289	120843
826	82395	120754
827	82510	120675
828	82621	120594
829	82730	120507
830	82836	120416
831	82955	120345
832	83057	120249
833	83173	120173
834	83288	120095
835	83402	120015
836	83543	119974
837	83669	119912
838	83754	119792
839	83886	119737
840	83992	119646
841	84103	119562
842	84208	119470
843	84321	119388
844	84444	119321
845	84730	119483
846	84829	119382
847	84970	119339
848	85116	119303
849	85230	119222
850	85341	119136
851	85454	119055
852	85598	119014
853	85712	118933
854	85833	118862
855	85971	118813
856	86113	118769
857	86233	118696
858	86350	118619
859	86476	118552
860	86598	118482
861	86743	118441
862	86849	118348
863	86988	118299
864	87146	118277
865	87306	118257
866	87468	118238
867	87627	118216
868	87740	118132
869	87848	118039
870	87944	117932
871	88045	117831
872	88179	117774
873	88273	117664
874	88382	117574
875	88482	117472
876	88587	117375
877	88700	117290
878	88798	117185
879	88898	117082
880	88974	116949
881	89080	116854
882	89195	116772
883	89301	116677
884	89394	116566
885	89506	116479
886	89617	116391
887	89729	116304
888	89845	116222
889	89910	116075
890	90025	115992
891	90155	115928
892	90273	115848
893	90390	115768
894	90507	115687
895	90580	115550
896	90695	115467
897	90848	115432
898	90966	115352
899	91085	115273
900	91202	115191
901	91310	115100
902	91406	114992
903	91523	114910
904	91618	114801
905	91731	114714
906	91845	114629
907	91958	114542
908	92067	114451
909	92195	114383
910	92351	114349
911	92478	114279
912	92620	114228
913	92741	114150
914	92834	114038
915	92927	113927
916	93046	113847
917	93126	113719
918	93239	113632
919	93354	113548
920	93435	113420
921	93543	113327
922	93624	113201
923	93745	113123
924	93848	113023
925	93959	112934
926	94051	112820
927	94192	112767
928	94372	112759
929	94477	112662
930	94597	112581
931	94715	112499
932	94809	112389
933	94902	112277
934	95050	112230
935	95164	112143
936	95274	112052
937	95376	111949
938	95469	111838
939	95588	111756
940	95701	111668
941	95834	111603
942	96134	111732
943	96247	111642
944	96360	111554
945	96461	111451
946	96590	111379
947	96672	111255
948	96794	111175
949	96901	111079
950	97024	111002
951	97141	110917
952	97233	110803
953	97347	110714
954	97466	110631
955	97571	110533
956	97686	110446
957	97803	110361
958	97922	110277
959	98036	110189
960	98148	110098
961	98237	109981
962	98344	109884
963	98451	109787
964	98565	109698
965	98676	109606
966	98791	109518
967	98903	109427
968	99011	109331
969	99126	109243
970	99233	109146
971	99338	109047
972	99439	108944
973	99557	108859
974	99670	108768
975	99738	108629
976	99857	108545
977	99949	108432
978	100063	108342
979	100172	108247
980	100285	108157
981	100387	108054
982	100492	107955
983	100590	107848
984	100703	107757
985	100801	107651
986	100877	107520
987	100989	107428
988	101061	107295
989	101170	107200
990	101264	107088
991	101351	106970
992	101458	106873
993	101540	106750
994	101626	106631
995	101721	106521
996	101797	106392
997	101911	106302
998	102016	106203
999	102129	106112
1000	102227	106006
1001	102323	105898
1002	102446	105816
1003	102566	105733
1004	102666	105628
1005	102794	105553
1006	102919	105474
1007	103066	105418
1008	103187	105334
1009	103304	105248
1010	103409	105147
1011	103527	105061
1012	103642	104972
1013	103760	104886
1014	103878	104799
1015	103984	104701
1016	104091	104603
1017	104201	104508
1018	104298	104400
1019	104408	104305
1020	104519	104212
1021	104610	104098
1022	104723	104007
1023	104831	103910
1024	104907	103781
1025	105016	103686
1026	105112	103577
1027	105216	103476
1028	105304	103360
1029	105422	103273
1030	105539	103185
1031	105636	103077
1032	105743	102979
1033	105831	102863
1034	105925	102752
1035	106039	102661
1036	106147	102565
1037	106220	102434
1038	106337	102345
1039	106451	102254
1040	106553	102152
1041	106665	102058
1042	106773	101962
1043	106887	101871
1044	107005	101782
1045	107113	101686
1046	107192	101561
1047	107297	101461
1048	107411	101370
1049	107523	101277
1050	107632	101180
1051	107734	101077
1052	107834	100973
1053	107940	100874
1054	108054	100782
1055	108152	100675
1056	108256	100575
1057	108358	100472
1058	108476	100384
1059	108548	100253
1060	108659	100159
1061	108754	100050
1062	108873	99962
1063	108973	99858
1064	109081	99761
1065	109197	99671
1066	109287	99557
1067	109365	99432
1068	109474	99336
1069	109581	99237
1070	109694	99145
1071	109800	99046
1072	109892	98934
1073	110027	98861
1074	110144	98771
1075	110260	98681
1076	110355	98571
1077	110462	98473
1078	110564	98370
1079	110676	98276
1080	110783	98177
1081	110891	98080
1082	111006	97989
1083	111091	97871
1084	111208	97781
1085	111278	97650
1086	111378	97545
1087	111487	97449
1088	111565	97325
1089	111666	97221
1090	111769	97119
1091	111863	97009
1092	111967	96908
1093	112081	96816
1094	112191	96720
1095	112297	96620
1096	112392	96512
1097	112510	96422
1098	112619	96326
1099	112710	96213
1100	112823	96120
1101	112916	96009
1102	113020	95908
1103	113115	95800
1104	113225	95703
1105	113324	95598
1106	113407	95479
1107	113518	95384
1108	113612	95275
1109	113723	95179
1110	113829	95079
1111	113932	94978
1112	114025	94867
1113	114121	94760
1114	114233	94665
1115	114351	94575
1116	114462	94480
1117	114541	94358
1118	114645	94257
1119	114756	94161
1120	114874	94071
1121	114989	93979
1122	115083	93870
1123	115186	93768
1124	115287	93665
1125	115398	93569
1126	115483	93452
1127	115592	93355
1128	115678	93239
1129	115766	93125
1130	115881	93033
1131	115997	92941
1132	116104	92842
1133	116209	92741
1134	116323	92648
1135	116439	92557
1136	116543	92455
1137	116615	92329
1138	116668	92187
1139	116768	92083
1140	116846	91961
1141	116904	91824
1142	117022	91733
1143	117113	91622
1144	117220	91524
1145	117317	91417
1146	117401	91301
1147	117511	91204
1148	117616	91104
1149	117697	90985
1150	117816	90895
1151	117918	90793
1152	118022	90692
1153	118138	90600
1154	118250	90505
1155	118336	90389
1156	118450	90296
1157	118529	90176
1158	118639	90079
1159	118756	89989
1160	118862	89889
1161	118953	89778
1162	119057	89677
1163	119141	89560
1164	119248	89461
1165	119361	89367
1166	119469	89269
1167	119579	89172
1168	119683	89071
1169	119792	88974
1170	119899	88875
1171	120006	88776
1172	120115	88678
1173	120213	88572
1174	120280	88444
1175	120376	88337
1176	120433	88202
1177	120499	88073
1178	120564	87943
1179	120646	87826
1180	120724	87706
1181	120836	87611
1182	120914	87492
1183	121021	87393
1184	121085	87263
1185	121182	87157
1186	121290	87059
1187	121403	86965
1188	121505	86862
1189	121570	86733
1190	121640	86608
1191	121688	86468
1192	121804	86375
1193	121866	86245
1194	121960	86138
1195	122066	86038
1196	122174	85940
1197	122282	85842
1198	122375	85734
1199	122486	85638
1200	122586	85535
1201	122692	85435
1202	122785	85327
1203	122849	85198
1204	122909	85067
1205	122999	84957
1206	123087	84846
1207	123163	84725
1208	123275	84630
1209	123387	84535
1210	123488	84433
1211	123585	84327
1212	123664	84210
1213	123775	84114
1214	123861	84001
1215	123965	83900
1216	124077	83805
1217	124177	83702
1218	124289	83607
1219	124376	83495
1220	124485	83397
1221	124591	83298
1222	124658	83173
1223	124761	83072
1224	124846	82958
1225	124910	82832
1226	125016	82732
1227	125130	82639
1228	125202	82517
1229	125312	82420
1230	125393	82305
1231	125507	82211
1232	125620	82116
1233	125718	82012
1234	125824	81913
1235	125883	81783
1236	125944	81655
1237	126009	81529
1238	126112	81428
1239	126201	81318
1240	126313	81223
1241	126427	81129
1242	126491	81003
1243	126606	80910
1244	126702	80804
1245	126797	80698
1246	126916	80607
1247	127016	80504
1248	127118	80403
1249	127180	80276
1250	127287	80177
1251	127397	80081
1252	127506	79984
1253	127594	79873
1254	127704	79777
1255	127815	79681
1256	127911	79576
1257	128010	79472
1258	128092	79358
1259	128195	79257
1260	128307	79161
1261	128419	79066
1262	128535	78973
1263	128614	78857
1264	128704	78749
1265	128781	78632
1266	128877	78527
1267	128990	78431
1268	129085	78326
1269	129170	78213
1270	129292	78124
1271	129357	78001
1272	129419	77875
1273	129500	77761
1274	129556	77632
1275	129616	77505
1276	129705	77396
1277	129818	77302
1278	129884	77179
1279	129991	77080
1280	130084	76974
1281	130193	76877
1282	130295	76775
1283	130382	76665
1284	130485	76565
1285	130590	76465
1286	130659	76344
1287	130718	76218
1288	130832	76124
1289	130946	76030
1290	131043	75926
1291	131133	75817
1292	131215	75705
1293	131293	75590
1294	131375	75477
1295	131495	75386
1296	131578	75274
1297	131695	75182
1298	131776	75069
1299	131861	74958
1300	131934	74840
1301	132005	74722
1302	132109	74622
1303	132199	74514
1304	132257	74388
1305	132340	74277
1306	132450	74180
1307	132550	74078
1308	132662	73982
1309	132707	73850
1310	132774	73729
1311	132887	73635
1312	132976	73526
1313	133067	73420
1314	133148	73307
1315	133253	73208
1316	133356	73108
1317	133450	73003
1318	133565	72909
1319	133637	72791
1320	133749	72696
1321	133808	72572
1322	133896	72463
1323	134011	72370
1324	134089	72256
1325	134178	72148
1326	134288	72052
1327	134386	71949
1328	134464	71836
1329	134533	71717
1330	134641	71620
1331	134704	71498
1332	134818	71404
1333	134931	71309
1334	135014	71198
1335	135090	71084
1336	135190	70982
1337	135284	70877
1338	135383	70775
1339	135443	70653
1340	135535	70547
1341	135643	70449
1342	135752	70352
1343	135812	70230
1344	135889	70116
1345	135994	70017
1346	136107	69923
1347	136188	69811
1348	136304	69718
1349	136368	69598
1350	136446	69485
1351	136554	69388
1352	136668	69293
1353	136734	69175
1354	136806	69059
1355	136875	68942
1356	136986	68846
1357	137067	68735
1358	137176	68638
1359	137263	68530
1360	137347	68421
1361	137452	68322
1362	137539	68214
1363	137651	68119
1364	137761	68022
1365	137859	67920
1366	137945	67812
1367	138014	67695
1368	138116	67595
1369	138221	67496
1370	138274	67372
1371	138353	67260
1372	138409	67138
1373	138521	67042
1374	138628	66944
1375	138737	66848
1376	138842	66749
1377	138951	66652
1378	139029	66540
1379	139086	66418
1380	139197	66323
1381	139306	66225
1382	139387	66115
1383	139476	66009
1384	139546	65894
1385	139605	65773
1386	139689	65664
1387	139773	65556
1388	139856	65447
1389	139974	65355
1390	140066	65250
1391	140174	65152
1392	140250	65041
1393	140366	64946
1394	140448	64838
1395	140553	64739
1396	140670	64645
1397	140750	64535
1398	140863	64440
1399	140968	64342
1400	141038	64227
1401	141152	64132
1402	141264	64037
1403	141361	63934
1404	141468	63837
1405	141555	63730
1406	141673	63637
1407	141766	63533
1408	141829	63415
1409	141926	63313
1410	141989	63195
1411	142087	63094
1412	142155	62979
1413	142266	62883
1414	142325	62764
1415	142370	62638
1416	142438	62524
1417	142548	62427
1418	142604	62307
1419	142715	62211
1420	142801	62105
1421	142916	62010
1422	143004	61905
1423	143092	61799
1424	143187	61696
1425	143263	61585
1426	143337	61473
1427	143447	61377
1428	143500	61256
1429	143593	61152
1430	143669	61042
1431	143738	60928
1432	143842	60829
1433	143931	60724
1434	144032	60623
1435	144144	60528
1436	144222	60419
1437	144338	60325
1438	144425	60219
1439	144501	60108
1440	144576	59997
1441	144692	59903
1442	144786	59800
1443	144902	59707
1444	145004	59607
1445	145115	59511
1446	145221	59413
1447	145309	59307
1448	145422	59212
1449	145508	59106
1450	145590	58998
1451	145706	58904
1452	145751	58781
1453	145819	58668
1454	145883	58553
1455	145953	58441
1456	146065	58346
1457	146177	58250
1458	146284	58152
1459	146368	58046
1460	146447	57937
1461	146532	57831
1462	146637	57732
1463	146698	57617
1464	146813	57522
1465	146894	57414
1466	146977	57308
1467	147078	57208
1468	147193	57113
1469	147271	57004
1470	147340	56892
1471	147435	56790
1472	147544	56693
1473	147644	56593
1474	147738	56491
1475	147848	56394
1476	147901	56276
1477	147990	56172
1478	148052	56057
1479	148119	55945
1480	148222	55846
1481	148335	55751
1482	148411	55641
1483	148505	55539
1484	148597	55436
1485	148677	55328
1486	148757	55221
1487	148819	55107
1488	148920	55007
1489	149022	54908
1490	149097	54798
1491	149208	54703
1492	149317	54606
1493	149404	54501
1494	149514	54405
1495	149580	54292
1496	149688	54195
1497	149802	54100
1498	149918	54006
1499	149979	53892
1500	150040	53778
1501	150155	53684
1502	150256	53584
1503	150367	53488
1504	150445	53380
1505	150504	53266
1506	150608	53167
1507	150678	53057
1508	150762	52951
1509	150815	52835
1510	150872	52720
1511	150962	52617
1512	151041	52510
1513	151128	52405
1514	151229	52306
1515	151342	52211
1516	151438	52110
1517	151509	52000
1518	151619	51904
1519	151691	51794
1520	151773	51688
1521	151885	51593
1522	151932	51475
1523	152024	51373
1524	152086	51260
1525	152152	51149
1526	152226	51041
1527	152321	50940
1528	152390	50830
1529	152444	50715
1530	152532	50611
1531	152619	50507
1532	152695	50400
1533	152795	50300
1534	152885	50198
1535	152987	50099
1536	153041	49985
1537	153127	49880
1538	153234	49783
1539	153338	49685
1540	153409	49576
1541	153481	49468
1542	153588	49371
1543	153698	49275
1544	153784	49171
1545	153846	49059
1546	153947	48960
1547	154033	48856
1548	154131	48757
1549	154219	48653
1550	154272	48539
1551	154353	48434
1552	154447	48333
1553	154511	48222
1554	154567	48109
1555	154650	48005
1556	154705	47892
1557	154775	47783
1558	154879	47685
1559	154969	47583
1560	155041	47475
1561	155100	47364
1562	155166	47254
1563	155260	47154
1564	155326	47044
1565	155433	46947
1566	155527	46846
1567	155590	46736
1568	155706	46642
1569	155809	46544
1570	155893	46440
1571	156005	46345
1572	156095	46243
1573	156178	46139
1574	156276	46039
1575	156353	45933
1576	156444	45832
1577	156557	45737
1578	156662	45639
1579	156772	45543
1580	156860	45440
1581	156950	45338
1582	157027	45233
1583	157110	45129
1584	157166	45018
1585	157231	44909
1586	157292	44799
1587	157382	44697
1588	157466	44594
1589	157578	44498
1590	157676	44399
1591	157786	44303
1592	157886	44204
1593	157997	44108
1594	158085	44006
1595	158163	43901
1596	158255	43800
1597	158357	43701
1598	158424	43593
1599	158479	43482
1600	158543	43374
1601	158658	43279
1602	158733	43174
1603	158788	43062
1604	158891	42965
1605	159011	42871
1606	159101	42770
1607	159184	42667
1608	159281	42567
1609	159380	42468
1610	159449	42361
1611	159565	42267
1612	159659	42166
1613	159774	42072
1614	159837	41963
1615	159932	41863
1616	160021	41762
1617	160076	41651
1618	160177	41553
1619	160291	41458
1620	160378	41356
1621	160476	41257
1622	160565	41155
1623	160693	41063
1624	160777	40961
1625	160821	40848
1626	160924	40750
1627	161033	40653
1628	161141	40557
1629	161259	40463
1630	161361	40365
1631	161461	40266
1632	161565	40168
1633	161647	40065
1634	161716	39959
1635	161799	39856
1636	161856	39747
1637	161922	39640
1638	161982	39532
1639	162065	39429
1640	162162	39330
1641	162234	39224
1642	162344	39128
1643	162432	39027
1644	162492	38919
1645	162547	38810
1646	162640	38709
1647	162697	38601
1648	162807	38505
1649	162908	38407
1650	163007	38308
1651	163056	38197
1652	163131	38093
1653	163227	37994
1654	163311	37892
1655	163382	37787
1656	163435	37677
1657	163543	37581
1658	163615	37476
1659	163683	37371
1660	163738	37262
1661	163823	37160
1662	163892	37055
1663	164006	36960
1664	164085	36857
