iter	Logloss
1514	0.5737401809
1515	0.5737318137
1516	0.5737194125
1517	0.5737089097
1518	0.5736994451
1519	0.5736869934
1520	0.5736730603
1521	0.5736633487
1522	0.5736534021
1523	0.573642567
1524	0.5736352589
1525	0.5736240332
1526	0.573611669
1527	0.5735989813
1528	0.5735893853
1529	0.5735783953
1530	0.5735665047
1531	0.5735508514
1532	0.5735387086
1533	0.5735269626
1534	0.5735168541
1535	0.5735034433
1536	0.5734914229
1537	0.573476394
1538	0.5734654148
1539	0.5734568001
1540	0.5734450184
1541	0.573431094
1542	0.5734222501
1543	0.5734089486
1544	0.5733978099
1545	0.5733885925
1546	0.5733752984
1547	0.5733653223
1548	0.5733549901
1549	0.573342998
1550	0.573332678
1551	0.5733205183
1552	0.5733064018
1553	0.5732960398
1554	0.5732826795
1555	0.5732708368
1556	0.5732598922
1557	0.573248199
1558	0.5732357618
1559	0.5732242896
1560	0.5732116804
1561	0.5731988032
1562	0.5731877823
1563	0.5731739805
1564	0.5731632628
1565	0.5731502246
1566	0.5731389069
1567	0.5731289923
1568	0.573112546
1569	0.5731032987
1570	0.5730934945
1571	0.5730826801
1572	0.573072853
1573	0.5730614354
1574	0.5730503165
1575	0.5730393882
1576	0.5730263281
1577	0.5730144621
1578	0.5730046759
1579	0.5729919416
1580	0.5729805297
1581	0.5729696876
1582	0.5729586266
1583	0.5729482728
1584	0.5729397612
1585	0.5729295999
1586	0.572918297
1587	0.5729085426
1588	0.5728975313
1589	0.5728862994
1590	0.5728755962
1591	0.5728576003
1592	0.5728448911
1593	0.5728344473
1594	0.5728252503
1595	0.5728140357
1596	0.5728041713
1597	0.5727946555
1598	0.5727853377
1599	0.5727740613
1600	0.57276346
1601	0.5727533549
1602	0.5727437244
1603	0.572733129
1604	0.5727252067
1605	0.5727129727
1606	0.5727042606
1607	0.5726929112
1608	0.5726846649
1609	0.5726757115
1610	0.5726656178
1611	0.5726486927
1612	0.5726375284
1613	0.5726217037
1614	0.5726099322
1615	0.5726002325
1616	0.572588821
1617	0.5725812962
1618	0.5725728417
1619	0.5725621908
1620	0.5725530096
1621	0.5725417506
1622	0.5725308093
1623	0.5725208551
1624	0.5725101367
1625	0.5725001061
1626	0.5724865213
1627	0.5724770462
1628	0.5724666447
1629	0.5724573726
1630	0.5724480994
1631	0.5724359711
1632	0.57242482
1633	0.5724149872
1634	0.5724025028
1635	0.5723909655
1636	0.5723802533
1637	0.5723682745
1638	0.572356243
1639	0.5723443597
1640	0.572334378
1641	0.5723247341
1642	0.5723145321
1643	0.5723043095
1644	0.5722920949
1645	0.5722825167
1646	0.5722723085
1647	0.5722604016
1648	0.5722521336
1649	0.5722425855
1650	0.572231471
1651	0.5722212152
1652	0.5722115999
1653	0.5722016577
1654	0.5721916679
1655	0.5721817377
1656	0.5721722298
1657	0.5721607331
1658	0.5721496336
1659	0.5721397028
1660	0.5721289873
1661	0.5721193461
1662	0.5721076077
1663	0.572096029
1664	0.572084339
1665	0.5720738308
1666	0.5720635935
1667	0.5720555594
1668	0.572045819
1669	0.5720338989
1670	0.5720236085
1671	0.5720143308
1672	0.5720045313
1673	0.57199493
1674	0.5719825969
1675	0.5719719089
1676	0.5719612999
1677	0.5719507928
1678	0.5719394155
1679	0.5719291377
1680	0.5719192747
1681	0.5719105577
1682	0.5719018522
1683	0.5718907062
1684	0.5718794654
1685	0.5718692062
1686	0.5718566657
1687	0.5718479166
1688	0.5718375653
1689	0.571827153
1690	0.571817474
1691	0.5718074403
1692	0.5717964991
1693	0.5717824582
1694	0.5717730244
1695	0.5717623166
1696	0.5717494314
1697	0.571738678
1698	0.5717202393
1699	0.5717100128
1700	0.5717005959
1701	0.5716897776
1702	0.5716772681
1703	0.5716671492
1704	0.5716574851
1705	0.5716449449
1706	0.571634499
1707	0.5716231267
1708	0.5716123104
1709	0.5716039256
1710	0.5715928559
1711	0.5715818913
1712	0.5715695111
1713	0.5715596753
1714	0.5715489615
1715	0.5715379915
1716	0.5715281981
1717	0.5715173355
1718	0.5715059522
1719	0.571495887
1720	0.5714851073
1721	0.5714765079
1722	0.5714680409
1723	0.5714582028
1724	0.5714466304
1725	0.5714383892
1726	0.5714278047
1727	0.571417406
1728	0.571408316
1729	0.571397995
1730	0.5713867296
1731	0.5713775849
1732	0.5713668995
1733	0.5713567423
1734	0.5713460041
1735	0.5713353825
1736	0.571324933
1737	0.5713158965
1738	0.571304471
1739	0.5712945
1740	0.5712833841
1741	0.5712731897
1742	0.5712644266
1743	0.5712552786
1744	0.5712468041
1745	0.5712366725
1746	0.571221492
1747	0.5712130076
1748	0.5712043848
1749	0.5711945435
1750	0.5711837539
1751	0.5711725323
1752	0.5711617889
1753	0.5711500786
1754	0.571136743
1755	0.5711248426
1756	0.5711127308
1757	0.5711010499
1758	0.5710902007
1759	0.5710795485
1760	0.5710694404
1761	0.5710576358
1762	0.571046082
1763	0.5710364938
1764	0.5710271521
1765	0.571017419
1766	0.5710067156
1767	0.5709963118
1768	0.5709867306
1769	0.570968293
1770	0.5709583874
1771	0.5709489439
1772	0.5709336079
1773	0.5709230704
1774	0.5709126109
1775	0.570903104
1776	0.5708919791
1777	0.5708848446
1778	0.5708725686
1779	0.5708607969
1780	0.5708518477
1781	0.5708416358
1782	0.5708327915
1783	0.5708217693
1784	0.5708095029
1785	0.5707978359
1786	0.5707865112
1787	0.5707765698
1788	0.5707664233
1789	0.5707576176
1790	0.5707461954
1791	0.5707337868
1792	0.5707225298
1793	0.5707121846
1794	0.570700307
1795	0.5706903566
1796	0.5706748493
1797	0.5706626939
1798	0.57065137
1799	0.5706397194
1800	0.570630561
1801	0.5706189566
1802	0.5706085402
1803	0.5705937128
1804	0.570584199
1805	0.5705765355
1806	0.5705647754
1807	0.5705549233
1808	0.5705447641
1809	0.5705339366
1810	0.5705232611
1811	0.5705123174
1812	0.5705028378
1813	0.570493778
1814	0.5704829076
1815	0.5704727607
1816	0.5704605271
1817	0.5704490986
1818	0.5704401373
1819	0.5704304939
1820	0.5704213361
1821	0.5704108103
1822	0.5703991195
1823	0.5703880973
1824	0.5703781405
1825	0.570368959
1826	0.5703568908
1827	0.5703457265
1828	0.5703345169
1829	0.5703244413
1830	0.5703141981
1831	0.5703041038
1832	0.5702929634
1833	0.5702818746
1834	0.5702707656
1835	0.570260914
1836	0.5702519618
1837	0.5702434593
1838	0.5702326052
1839	0.5702205557
1840	0.5702103133
1841	0.5701982875
1842	0.5701868324
1843	0.5701754571
1844	0.5701657318
1845	0.5701532238
1846	0.5701416438
1847	0.570130349
1848	0.5701211222
1849	0.5701113312
1850	0.5701015508
1851	0.5700903356
1852	0.5700785475
1853	0.5700661428
1854	0.5700528388
1855	0.5700404275
1856	0.5700289707
1857	0.5700217035
1858	0.5700107715
1859	0.5700000207
1860	0.5699899633
1861	0.5699770697
1862	0.5699666516
1863	0.5699566698
1864	0.5699459409
1865	0.5699367056
1866	0.5699270555
1867	0.5699167009
1868	0.5699075404
1869	0.5698977146
1870	0.5698876995
1871	0.5698757578
1872	0.5698681856
1873	0.5698580559
1874	0.5698477876
1875	0.5698356357
1876	0.5698249794
1877	0.5698148778
1878	0.5698017043
1879	0.5697911205
1880	0.5697804635
1881	0.5697693017
1882	0.5697571301
1883	0.5697423479
1884	0.5697308402
1885	0.5697198315
1886	0.5697090494
1887	0.5696996926
1888	0.5696860149
1889	0.5696705113
1890	0.5696598189
1891	0.5696501315
1892	0.5696429607
1893	0.569630515
1894	0.569620557
1895	0.5696095857
1896	0.5695991538
1897	0.5695865001
1898	0.5695762277
1899	0.5695651262
1900	0.5695556825
1901	0.5695340568
1902	0.5695223898
1903	0.569512643
1904	0.5695023176
1905	0.5694910812
1906	0.5694793927
1907	0.5694678436
1908	0.5694563854
1909	0.5694470786
1910	0.5694399513
1911	0.5694297375
1912	0.56941877
1913	0.5694077265
1914	0.5693952556
1915	0.5693857566
1916	0.5693749752
1917	0.5693640392
1918	0.5693536047
1919	0.5693427058
1920	0.5693317402
1921	0.5693220469
1922	0.5693137934
1923	0.5693026848
1924	0.5692926156
1925	0.5692826118
1926	0.5692741724
1927	0.5692550497
1928	0.5692453227
1929	0.5692323465
1930	0.5692217683
1931	0.5692118586
1932	0.5692013584
1933	0.5691918828
1934	0.5691823311
1935	0.5691730034
1936	0.569163126
1937	0.5691528231
1938	0.5691414975
1939	0.5691295433
1940	0.5691205247
1941	0.5691099605
1942	0.5690995563
1943	0.5690888025
1944	0.5690779699
1945	0.5690685063
1946	0.5690556151
1947	0.5690421411
1948	0.5690332309
1949	0.5690242758
1950	0.5690115755
1951	0.5690000439
1952	0.5689918764
1953	0.5689819551
1954	0.5689718314
1955	0.5689641572
1956	0.5689531198
1957	0.5689423432
1958	0.5689323053
1959	0.5689202858
1960	0.5689093912
1961	0.5688933594
1962	0.5688831985
1963	0.5688742441
1964	0.5688617501
1965	0.5688515652
1966	0.5688426291
1967	0.568832459
1968	0.568822603
1969	0.5688128064
1970	0.568802851
1971	0.5687959238
1972	0.5687837817
1973	0.5687739351
1974	0.5687640776
1975	0.5687536877
1976	0.5687431609
1977	0.5687323785
1978	0.5687218039
1979	0.568709376
1980	0.568702942
1981	0.5686931551
1982	0.5686796003
1983	0.5686696533
1984	0.5686583863
1985	0.5686459214
1986	0.5686362701
1987	0.5686252646
1988	0.5686162623
1989	0.5686068129
1990	0.56859649
1991	0.5685857099
1992	0.5685772842
1993	0.5685645283
1994	0.5685556693
1995	0.5685448344
1996	0.5685341964
1997	0.5685247428
1998	0.5685132973
1999	0.5685039322
2000	0.5684912672
2001	0.5684802473
2002	0.5684688716
2003	0.5684587926
2004	0.5684485838
2005	0.5684385494
2006	0.5684280571
2007	0.5684191471
2008	0.5684081913
2009	0.5684009475
2010	0.568391393
2011	0.5683836163
2012	0.568373901
2013	0.5683643919
2014	0.5683545508
2015	0.5683444315
2016	0.5683325108
2017	0.5683191776
2018	0.5683079393
2019	0.5682966091
2020	0.5682879987
2021	0.5682779558
2022	0.5682689024
2023	0.5682595477
2024	0.568249842
2025	0.5682404371
2026	0.5682306008
2027	0.5682200031
2028	0.5682079943
2029	0.5681948799
2030	0.5681820124
2031	0.568171481
2032	0.5681640725
2033	0.5681518307
2034	0.5681417409
2035	0.5681302176
2036	0.5681198624
2037	0.5681091967
2038	0.5680981771
