iter	Logloss
231	0.6022977727
232	0.6022868574
233	0.6022766695
234	0.6022583916
235	0.6022462586
236	0.6022350068
237	0.6022240193
238	0.6021841753
239	0.6021608204
240	0.602138391
241	0.6021342549
242	0.6021074448
243	0.6020746198
244	0.6020560844
245	0.6020488683
246	0.6020330797
247	0.602008368
248	0.6019766873
249	0.6019653031
250	0.6019550727
251	0.601945682
252	0.601921535
253	0.6019172283
254	0.6018990881
255	0.6018950592
256	0.6018671136
257	0.6018450468
258	0.6018314368
259	0.6018003048
260	0.6017931142
261	0.6017902803
262	0.6017713315
263	0.6017672376
264	0.6017616607
265	0.6017514579
266	0.6017429492
267	0.6017403979
268	0.6017307551
269	0.6017260071
270	0.6017205212
271	0.6017098259
272	0.6016972261
273	0.6016906742
274	0.6016779791
275	0.6016710129
276	0.6016627398
277	0.6016522904
278	0.6016464254
279	0.6016376288
280	0.6016283335
281	0.6016240848
282	0.601621599
283	0.6016114162
284	0.6016065386
285	0.6015888967
286	0.6015812051
287	0.6015477109
288	0.6015398163
289	0.6015347516
290	0.6015281653
291	0.6014837198
292	0.6014801141
293	0.6014787952
294	0.6014645825
295	0.601457188
296	0.6014225416
297	0.6014086829
298	0.6013947754
299	0.6013546586
300	0.6013471483
301	0.6013330374
302	0.6013278568
303	0.6013242926
304	0.6013209674
305	0.6013109715
306	0.601307186
307	0.6012928846
308	0.601289769
309	0.6012604879
310	0.6012398089
311	0.6012371515
312	0.601221816
313	0.6012175803
314	0.6012124719
315	0.6012012821
316	0.6011871788
317	0.6011820768
318	0.6011616369
319	0.601150073
320	0.6011465588
321	0.6011351479
322	0.6011201101
323	0.6011175895
324	0.6011047513
325	0.6010850249
326	0.6010821591
327	0.6010664893
328	0.6010508861
329	0.6010379387
330	0.6010344529
331	0.6010270783
332	0.6010250621
333	0.6010197994
334	0.6010112683
335	0.6009940531
336	0.6009909441
337	0.6009896758
338	0.6009771571
339	0.6009722577
340	0.6009339811
341	0.6009273751
342	0.6009154331
343	0.600909155
344	0.6009018494
345	0.600898232
346	0.6008792903
347	0.6008751609
348	0.6008614336
349	0.600858934
350	0.6008510018
351	0.6008454558
352	0.600835258
353	0.6008269529
354	0.6008242466
355	0.6007909262
356	0.600788016
357	0.6007858411
358	0.6007744921
359	0.6007636512
360	0.6007531357
361	0.6007466261
362	0.6007406483
363	0.6007132345
364	0.6006973569
365	0.600695772
366	0.6006614048
367	0.6006522972
368	0.6006401508
369	0.6006212158
370	0.6006135815
371	0.6006111078
372	0.6006054742
373	0.6005807638
374	0.6005747744
375	0.6005649904
376	0.6005439407
377	0.6005094651
378	0.6005035262
379	0.6004883775
380	0.6004841914
381	0.6004689813
382	0.6004456848
383	0.6004333748
384	0.6004238732
385	0.6003977894
386	0.6003658392
387	0.6002608438
388	0.6002422505
389	0.6002057708
390	0.6001888309
391	0.6001697197
392	0.6001591403
393	0.6001292401
394	0.6000345314
395	0.5999543501
396	0.5998469732
397	0.599827682
398	0.5998092421
399	0.5997919504
400	0.5997544121
401	0.5997224874
402	0.599711016
403	0.5996049536
404	0.5995474371
405	0.599430547
406	0.5994087839
407	0.5993489871
408	0.5991594588
409	0.5990804169
410	0.5990579637
411	0.598973289
412	0.5987465181
413	0.5987037316
414	0.5986661924
415	0.5986120886
416	0.5983671686
417	0.598340958
418	0.5982505498
419	0.5982331087
420	0.5982224725
421	0.5980677388
422	0.5980248454
423	0.5979731165
424	0.5978468152
425	0.5977024987
426	0.5976787624
427	0.5976234385
428	0.5974809153
429	0.5974520239
430	0.5972953337
431	0.5972255544
432	0.5972014844
433	0.5969901201
434	0.5968073032
435	0.5966549179
436	0.5966303619
437	0.5965499735
438	0.5963262557
439	0.5962003066
440	0.596163097
441	0.5961114619
442	0.5960494372
443	0.5958791243
444	0.5957021833
445	0.5956267338
446	0.5955506241
447	0.5954991441
448	0.5952797898
449	0.5952518869
450	0.5951832666
451	0.5951278666
452	0.595058723
453	0.5949707129
454	0.594864678
455	0.5948431309
456	0.5948147446
457	0.5947215717
458	0.594632069
459	0.5943982788
460	0.5941902191
461	0.5941429542
462	0.5940831261
463	0.5940263877
464	0.5938891461
465	0.5938526107
466	0.5937208111
467	0.5936839645
468	0.5936022562
469	0.5935296525
470	0.593470307
471	0.59341988
472	0.5933951321
473	0.5933650025
474	0.59331776
475	0.5932794781
476	0.593233943
477	0.593125078
478	0.5929541524
479	0.5928917574
480	0.5928455619
481	0.5927845798
482	0.5926080252
483	0.5925475682
484	0.5923828973
485	0.5922555821
486	0.5921106915
487	0.592064228
488	0.5919843675
489	0.591932437
490	0.5918877344
491	0.5918329767
492	0.5917382894
493	0.5917076098
494	0.5915760808
495	0.591527867
496	0.5914919629
497	0.5914281331
498	0.5913804825
499	0.5913001143
500	0.591263436
501	0.5912327411
502	0.5911919878
503	0.5911619918
504	0.5911329582
505	0.5910855079
506	0.59100251
507	0.5909815279
508	0.5909575952
509	0.5909076449
510	0.590880962
511	0.5908554298
512	0.5908030307
513	0.5907591043
514	0.590702135
515	0.5906647957
516	0.5906425703
517	0.5906063771
518	0.5905789081
519	0.5905428421
520	0.5904067319
521	0.5903737258
522	0.5903438745
523	0.590320771
524	0.5902766277
525	0.5902443023
526	0.5902204776
527	0.5901876269
528	0.5901354939
529	0.5899982304
530	0.5899597055
531	0.5899304323
532	0.589882269
533	0.5898483587
534	0.5897260002
535	0.58970223
536	0.5896358223
537	0.5895966465
538	0.589547714
539	0.5895125404
540	0.5894846281
541	0.5894282365
542	0.5894074124
543	0.589380995
544	0.5893396431
545	0.5893182317
546	0.5892880395
547	0.5891830875
548	0.5891551963
549	0.5891135355
550	0.5890515293
551	0.5890176935
552	0.5889929764
553	0.5889502291
554	0.5889184446
555	0.5888887123
556	0.5888598078
557	0.5888229962
558	0.5888033053
559	0.5887818554
560	0.5887639574
561	0.5887352034
562	0.5887138919
563	0.5886654068
564	0.5886442893
565	0.588620461
566	0.5885920828
567	0.5885103096
568	0.5884854618
569	0.5884544602
570	0.5884285981
571	0.5883966031
572	0.5883450228
573	0.5883219744
574	0.5882958947
575	0.5882757725
576	0.5882221756
577	0.5882003878
578	0.5881743145
579	0.5881568912
580	0.5881206074
581	0.5880986548
582	0.5880748662
583	0.5880100644
584	0.5879891467
585	0.5879674448
586	0.5879491507
587	0.5879277386
588	0.5879121086
589	0.5878820858
590	0.5878544896
591	0.5878371084
592	0.5878039184
593	0.5877867003
594	0.5877638913
595	0.5876909258
596	0.587665679
597	0.5876467791
598	0.587625229
599	0.5876065106
600	0.5875678248
601	0.5875508369
602	0.5875377516
603	0.5875105091
604	0.5874928951
605	0.5874467652
606	0.587426114
607	0.587400408
608	0.5873648472
609	0.5873381452
610	0.5873179427
611	0.587285556
612	0.5872646036
613	0.5872124434
614	0.5871947905
615	0.587176019
616	0.5871514259
617	0.5871366552
618	0.5871194436
619	0.5871016443
620	0.5870673392
621	0.5869985779
622	0.5869630858
623	0.5869360822
624	0.5869173147
625	0.5868582164
626	0.5868395143
627	0.5868112862
628	0.5867901362
629	0.5867700402
630	0.5867399108
631	0.5867230696
632	0.5867076479
633	0.5866618732
634	0.5866409143
635	0.5866137703
636	0.5865862946
637	0.5865667286
638	0.5865161275
639	0.5864982498
640	0.586458202
641	0.5864436358
642	0.5864255948
643	0.5863825411
644	0.5863437738
645	0.5863294229
646	0.5863075598
647	0.5862911999
648	0.5862479528
649	0.5862281085
650	0.5861835279
651	0.5861457083
652	0.5861069601
653	0.5860900199
654	0.5860686302
655	0.5860366316
656	0.5860213672
657	0.5860025665
658	0.5859844697
659	0.5859586532
660	0.585938676
661	0.5859212586
662	0.5858940257
663	0.5858301818
664	0.5858160566
665	0.5857911637
666	0.5857664927
667	0.5857455958
668	0.5857275037
669	0.5857120339
670	0.5856936162
671	0.5856769582
672	0.5856491097
673	0.5856250843
674	0.5855527981
675	0.5855369358
676	0.5855221472
677	0.5855039377
678	0.5854928423
679	0.5854782061
680	0.5854482978
681	0.5854306181
682	0.5853741981
683	0.5853538386
684	0.5853112852
685	0.5852925567
686	0.5852772259
687	0.5852392474
688	0.5852263615
689	0.5852118004
690	0.5851900696
691	0.5851461836
692	0.5851229915
693	0.5850748771
694	0.585060168
695	0.5850465133
696	0.5850318389
697	0.5850159182
698	0.5849756344
699	0.5849469765
700	0.5849312644
701	0.5849155862
702	0.584897568
703	0.5848774016
704	0.5848558765
705	0.5848405512
706	0.5848259745
707	0.5848095771
708	0.5847932229
709	0.5847658056
710	0.5847474041
711	0.5847246838
712	0.5846980547
713	0.5846795437
714	0.584665417
715	0.5846460165
716	0.5846274162
717	0.5846069934
718	0.5845894303
719	0.5845760918
720	0.5845627685
721	0.5845499827
722	0.5845061474
723	0.5844890185
724	0.5844760846
725	0.5844614437
726	0.5844477575
727	0.5844287019
728	0.584414709
729	0.5843961473
730	0.5843807253
731	0.5843523779
732	0.5843383306
733	0.5843206463
734	0.5842996039
735	0.5842862174
736	0.5842723331
737	0.5842563999
738	0.5842359951
739	0.5842198984
740	0.5841762547
741	0.584159035
742	0.5841462053
743	0.5841330105
744	0.5840999287
745	0.5840803716
746	0.5840629965
747	0.5840486553
748	0.5840152263
749	0.5840003287
750	0.5839716936
751	0.5839557454
752	0.5839412135
753	0.5839207599
754	0.58389432
755	0.5838782262
756	0.5838588907
757	0.5838451938
758	0.5838276906
759	0.5838103893
760	0.5837970769
761	0.583781913
762	0.5837565285
763	0.5837427765
764	0.5837291772
765	0.5837137776
766	0.5836973112
767	0.5836810295
768	0.5836630125
769	0.5836490594
770	0.5836363207
771	0.5836235311
772	0.5836102434
773	0.5835943271
774	0.5835790076
775	0.5835656889
776	0.5835478181
777	0.5835289261
778	0.5835148951
779	0.5834733585
780	0.5834564251
781	0.5834432846
782	0.5834225166
783	0.5834090854
784	0.5833905185
785	0.5833756464
786	0.5833601184
787	0.5833260637
788	0.5833054043
789	0.5832938863
790	0.583260448
791	0.5832469318
792	0.5832314906
793	0.5832191495
794	0.583206795
795	0.5831929857
796	0.5831795394
797	0.5831659096
798	0.5831528652
799	0.5831345661
800	0.5831034155
801	0.583084396
802	0.5830697662
803	0.5830467075
804	0.5830353268
805	0.5830226198
806	0.5830087085
807	0.5829936041
808	0.5829804232
809	0.5829661031
810	0.5829402071
811	0.5829223208
812	0.5829082312
813	0.5828944815
814	0.5828825285
815	0.5828681563
816	0.5828553418
817	0.5828300344
818	0.5828161886
819	0.5828017068
820	0.5827849617
821	0.5827696611
822	0.5827505938
823	0.5827378707
824	0.582725682
825	0.5827086594
826	0.5826926377
827	0.5826792953
828	0.5826660753
829	0.5826518706
830	0.5826351362
831	0.5826029911
832	0.5825905064
833	0.5825767758
834	0.5825607913
835	0.5825476002
836	0.5825362733
837	0.5825200503
838	0.5825067314
839	0.5824928607
840	0.5824754343
841	0.5824585286
842	0.5824447734
843	0.5824338277
844	0.5824173576
845	0.5823899072
846	0.5823772061
847	0.5823442814
848	0.5823279346
849	0.5823149248
850	0.5822949504
851	0.5822791359
852	0.5822626139
853	0.5822486012
854	0.582231908
855	0.5822177613
856	0.5822009766
857	0.5821869978
858	0.5821722502
859	0.5821558693
860	0.5821378117
861	0.5821240021
862	0.582109043
863	0.5820865203
864	0.5820646115
865	0.5820510478
866	0.582038585
867	0.5820016198
868	0.5819884839
869	0.5819679202
870	0.5819530289
871	0.5819322392
872	0.5819107848
873	0.5818967105
874	0.5818839619
875	0.581871496
876	0.5818507169
877	0.5818197519
878	0.5818061543
879	0.5817932149
880	0.5817804859
881	0.5817624319
882	0.5817487545
883	0.5817351025
884	0.5817183744
885	0.5817057794
886	0.5816943635
887	0.5816688711
888	0.5816445346
889	0.5816315246
890	0.581618038
891	0.5816048488
892	0.5815900884
893	0.5815778916
894	0.5815617258
895	0.581551753
896	0.58153407
897	0.5815231905
898	0.5815077275
899	0.581482171
900	0.5814693761
901	0.5814560844
902	0.5814413253
903	0.5814263649
904	0.5814148569
905	0.5814033096
906	0.5813891115
907	0.5813697831
908	0.5813560504
909	0.5813426095
910	0.5813323356
911	0.5813182
912	0.5813077511
913	0.5812956542
914	0.5812836708
915	0.5812698091
916	0.5812552387
917	0.581242317
918	0.5812287934
919	0.5812163808
920	0.5812044367
921	0.5811889772
922	0.5811727595
923	0.5811520975
924	0.5811381408
925	0.5811256262
926	0.5811155198
927	0.581088017
928	0.5810743591
929	0.5810641358
930	0.5810499902
931	0.5810333426
932	0.5810209648
933	0.5810068721
934	0.5809880215
935	0.5809740653
936	0.5809614071
937	0.5809473373
938	0.5809349412
939	0.5809236268
940	0.5809014568
941	0.5808880432
942	0.5808746554
943	0.5808581626
944	0.5808414576
945	0.5808264872
946	0.5808124443
947	0.5808014815
948	0.5807901827
949	0.5807776849
950	0.5807610826
951	0.5807388443
952	0.5807246922
953	0.5807151731
954	0.5807034248
955	0.5806787539
956	0.5806665423
957	0.5806545213
958	0.5806405202
959	0.5806269288
960	0.5806151136
961	0.5806015365
962	0.5805917993
963	0.5805824974
964	0.5805555149
965	0.5805374365
966	0.5805073907
967	0.5804943758
968	0.5804803732
969	0.5804672998
970	0.5804530082
971	0.5804405338
972	0.5804274539
973	0.5804124166
974	0.5803975182
975	0.5803874622
976	0.5803752719
977	0.5803605825
978	0.5803467685
979	0.5803200296
980	0.58030106
981	0.5802895622
982	0.580276691
983	0.58026411
984	0.5802485494
985	0.5802365174
986	0.5802244925
987	0.5802120998
988	0.5801992643
989	0.5801869019
990	0.5801760246
991	0.5801634947
992	0.5801510166
993	0.5801397066
994	0.5801284712
995	0.5801170879
996	0.5801060866
997	0.5800914262
998	0.580077081
999	0.5800627312
1000	0.5800497664
1001	0.5800364136
1002	0.5800229019
1003	0.5800044556
1004	0.5799903321
1005	0.5799798051
1006	0.5799641866
1007	0.5799514878
1008	0.57993673
1009	0.5799257464
1010	0.5799149585
1011	0.5798988138
1012	0.5798855124
1013	0.579873015
1014	0.5798600331
1015	0.5798363273
1016	0.5798254186
1017	0.579814149
1018	0.5798012919
1019	0.5797894883
1020	0.5797748492
1021	0.5797597711
1022	0.5797485415
1023	0.5797229804
1024	0.5797110879
1025	0.5796980764
1026	0.5796834583
1027	0.5796707565
1028	0.5796599001
1029	0.5796375585
1030	0.5796157687
1031	0.5796045785
1032	0.579592309
1033	0.5795795319
1034	0.5795684555
1035	0.5795547559
1036	0.5795433276
1037	0.5795324316
1038	0.5795206737
1039	0.5795084482
1040	0.5794965079
1041	0.5794789677
1042	0.5794656316
1043	0.5794494021
1044	0.5794346997
1045	0.579422309
1046	0.579409907
1047	0.5793939852
1048	0.5793619456
1049	0.5793500962
1050	0.5793301151
1051	0.5793204841
1052	0.5793072083
1053	0.5792963961
1054	0.5792849554
1055	0.5792704177
1056	0.579259597
1057	0.5792493345
1058	0.5792350784
1059	0.579221319
1060	0.5792083562
1061	0.5791968816
1062	0.5791874637
1063	0.5791722084
1064	0.579157741
1065	0.5791408549
1066	0.5791293339
1067	0.5791183152
1068	0.5790994656
1069	0.5790804274
1070	0.5790698579
1071	0.5790572217
1072	0.5790448596
1073	0.5790340407
1074	0.579018159
1075	0.5790088827
1076	0.5789993945
1077	0.5789878345
1078	0.5789747057
1079	0.5789617462
1080	0.5789503584
1081	0.5789347897
1082	0.5789123035
1083	0.578899969
1084	0.5788848262
1085	0.5788748368
1086	0.5788586901
1087	0.5788461553
1088	0.5788349233
1089	0.5788241326
1090	0.5788100553
1091	0.5787969244
1092	0.5787835782
1093	0.5787708427
1094	0.578759348
1095	0.5787465667
1096	0.5787336795
1097	0.5787164956
1098	0.5787035852
1099	0.5786936953
1100	0.5786836932
1101	0.578672636
1102	0.5786634872
1103	0.5786516502
1104	0.5786354496
1105	0.5786235876
1106	0.5786102185
1107	0.5785974253
1108	0.5785844143
1109	0.578565733
1110	0.5785532475
1111	0.578541034
1112	0.5785297418
1113	0.5785184913
1114	0.5784944677
1115	0.5784820534
1116	0.5784686759
1117	0.5784578469
1118	0.5784474907
1119	0.578437143
1120	0.5784230608
1121	0.5784081844
1122	0.5783941451
1123	0.5783813939
1124	0.5783685267
1125	0.5783570235
1126	0.5783436588
1127	0.5783297064
1128	0.578316638
1129	0.5783037216
1130	0.5782901512
1131	0.5782779443
1132	0.5782686606
1133	0.5782571151
1134	0.5782381005
1135	0.5782122733
1136	0.5782000042
1137	0.5781886539
1138	0.5781763787
1139	0.5781650186
1140	0.5781527387
1141	0.5781412406
1142	0.5781304429
1143	0.5781174129
1144	0.5781066108
1145	0.5780949309
1146	0.5780807459
1147	0.578070062
1148	0.5780578189
1149	0.5780464561
1150	0.5780344239
1151	0.5780216748
1152	0.5780104508
1153	0.5779984378
1154	0.5779867839
1155	0.5779735173
1156	0.5779633277
1157	0.5779495821
1158	0.5779384489
1159	0.577928597
1160	0.5779187157
1161	0.5779071714
1162	0.5778943892
1163	0.5778817943
1164	0.5778682141
1165	0.5778570362
1166	0.5778416501
1167	0.5778306914
1168	0.5778184971
1169	0.5778043549
1170	0.5777881366
1171	0.57777133
1172	0.5777607975
1173	0.5777526839
1174	0.5777415555
1175	0.577729924
1176	0.5777173103
1177	0.5777046589
1178	0.5776926234
1179	0.5776811251
1180	0.5776715151
1181	0.5776599823
1182	0.5776492542
1183	0.5776376024
1184	0.5776278058
1185	0.5776165499
1186	0.5776055465
1187	0.5775832471
1188	0.5775721152
1189	0.5775601399
1190	0.5775492324
1191	0.5775382058
1192	0.5775264504
1193	0.57751453
1194	0.5775038001
1195	0.577489526
1196	0.5774765566
1197	0.5774595908
1198	0.577447052
1199	0.5774351562
1200	0.5774216464
1201	0.5774111266
1202	0.5774002927
1203	0.5773890802
1204	0.5773773953
1205	0.5773649567
1206	0.577351529
1207	0.5773402548
1208	0.5773302901
1209	0.577320157
1210	0.5773083705
1211	0.5772970729
1212	0.5772861579
1213	0.5772720849
1214	0.5772591971
1215	0.577248198
1216	0.5772369471
1217	0.5772238785
1218	0.5772100503
1219	0.5771982757
1220	0.577184828
1221	0.5771705461
1222	0.5771591471
1223	0.5771474025
1224	0.5771362318
1225	0.5771260055
1226	0.5771150078
1227	0.5771041887
1228	0.5770949228
1229	0.5770846793
1230	0.577073374
1231	0.5770586204
1232	0.5770480742
1233	0.5770368
1234	0.5770239896
1235	0.5770162345
1236	0.5770050224
1237	0.576994717
1238	0.5769828615
1239	0.5769695324
1240	0.5769573495
1241	0.5769448205
1242	0.5769332834
1243	0.5769143642
1244	0.5769044191
1245	0.5768891075
1246	0.5768712174
1247	0.5768588705
1248	0.5768461262
1249	0.5768355609
1250	0.5768264066
1251	0.5768153036
1252	0.5768021194
1253	0.5767912237
1254	0.5767784036
1255	0.5767630897
1256	0.5767505524
1257	0.5767400144
1258	0.5767273855
1259	0.5767166048
1260	0.5767038264
1261	0.5766962937
1262	0.5766855026
1263	0.5766724707
1264	0.5766602722
1265	0.5766494776
1266	0.5766373815
1267	0.576623527
1268	0.5766095586
1269	0.5765961756
1270	0.5765841914
1271	0.5765706199
1272	0.5765579512
1273	0.57654326
1274	0.5765317195
1275	0.576520348
1276	0.5765093295
1277	0.5764978848
1278	0.5764863659
1279	0.5764590721
1280	0.5764457761
1281	0.576437026
1282	0.5764253525
1283	0.5764135303
1284	0.5763999821
1285	0.5763855842
1286	0.5763759068
1287	0.5763612215
1288	0.5763486888
1289	0.5763387778
1290	0.5763249815
1291	0.5763132492
1292	0.5763016573
1293	0.5762905673
1294	0.5762796694
1295	0.5762678802
1296	0.5762567023
1297	0.576246272
1298	0.5762350988
1299	0.5762230362
1300	0.576212032
1301	0.5762002575
1302	0.5761881926
1303	0.5761777166
1304	0.5761656798
1305	0.5761520125
1306	0.5761394873
1307	0.5761278956
1308	0.5761166052
1309	0.5761051378
1310	0.5760905586
1311	0.5760780293
1312	0.5760674884
1313	0.5760542218
1314	0.5760439302
1315	0.5760317296
1316	0.576021136
1317	0.576010071
1318	0.575999737
1319	0.5759873809
1320	0.5759777757
1321	0.575965084
1322	0.5759497948
1323	0.5759258584
1324	0.5759141508
1325	0.5759040959
1326	0.5758914728
1327	0.5758803439
1328	0.5758696727
1329	0.5758616335
1330	0.5758474806
1331	0.5758377893
1332	0.5758268849
1333	0.5758045441
1334	0.575791581
1335	0.5757814629
1336	0.57576912
1337	0.5757526543
1338	0.575743134
1339	0.5757308248
1340	0.5757195508
1341	0.5757110249
1342	0.5757004063
1343	0.575689464
1344	0.5756779167
1345	0.5756667719
1346	0.5756573218
1347	0.5756447155
1348	0.5756324628
1349	0.5756216969
1350	0.5756096485
1351	0.5755987315
1352	0.5755782849
1353	0.5755650536
1354	0.5755549771
1355	0.5755438695
1356	0.5755259473
1357	0.5755158438
1358	0.5755041634
1359	0.575491827
1360	0.5754817375
1361	0.5754692518
1362	0.5754589784
1363	0.5754451869
1364	0.575434699
1365	0.5754239978
1366	0.5754150438
1367	0.5754065741
1368	0.5753912746
1369	0.5753796612
1370	0.5753685899
1371	0.5753561436
1372	0.5753450373
1373	0.5753333454
1374	0.5753213803
1375	0.5753107287
1376	0.5753024564
1377	0.5752934899
1378	0.5752813345
1379	0.5752710121
1380	0.575261032
1381	0.5752510118
1382	0.5752408191
1383	0.5752302693
1384	0.5752186944
1385	0.5752058297
1386	0.5751951745
1387	0.5751856787
1388	0.5751719594
1389	0.5751605286
1390	0.5751486029
1391	0.5751392895
1392	0.5751269889
1393	0.5751143429
1394	0.5751042606
1395	0.575089484
1396	0.5750793081
1397	0.5750684508
1398	0.5750566266
1399	0.5750456718
1400	0.5750349673
1401	0.5750246027
1402	0.5750127392
1403	0.5750008789
1404	0.5749919346
1405	0.5749809214
1406	0.5749691684
1407	0.574958139
1408	0.5749452958
1409	0.5749328199
1410	0.5749208886
1411	0.5749075099
1412	0.5748973893
1413	0.5748893397
1414	0.5748783624
1415	0.5748672749
1416	0.5748564055
1417	0.5748466248
1418	0.5748345065
1419	0.5748235728
1420	0.5748115811
1421	0.5748012221
1422	0.5747887686
1423	0.5747787673
1424	0.5747684807
1425	0.5747583945
1426	0.5747465504
1427	0.5747315128
1428	0.57472232
1429	0.5747107966
1430	0.5746974057
1431	0.574687564
1432	0.5746776898
1433	0.5746671073
1434	0.5746547863
1435	0.5746447528
1436	0.5746345214
1437	0.5746261861
1438	0.5746156018
1439	0.574607148
1440	0.574592984
1441	0.574581219
1442	0.5745705768
1443	0.5745567464
1444	0.5745440739
1445	0.5745338307
1446	0.5745153499
1447	0.5745010659
1448	0.574490662
1449	0.5744795704
1450	0.5744716483
1451	0.5744615332
1452	0.5744518472
1453	0.5744396129
1454	0.5744277747
1455	0.5744196465
1456	0.5744085843
1457	0.574399584
1458	0.5743891943
1459	0.5743779527
1460	0.5743678308
1461	0.5743558007
1462	0.5743428978
1463	0.5743330783
1464	0.5743217346
1465	0.574309256
1466	0.5742986095
1467	0.5742855574
1468	0.5742686318
1469	0.5742572956
1470	0.5742457094
1471	0.5742365739
1472	0.5742267878
1473	0.5742159396
1474	0.5742048414
1475	0.5741949886
1476	0.5741846005
1477	0.5741713159
1478	0.5741592484
1479	0.5741471792
1480	0.574136182
1481	0.5741255524
1482	0.5741144274
1483	0.5741051528
1484	0.5740941206
1485	0.5740841734
1486	0.574072345
1487	0.5740611103
1488	0.574049181
1489	0.5740258053
1490	0.5740138468
1491	0.5740013569
1492	0.5739885892
1493	0.5739793714
1494	0.5739679261
1495	0.573956644
1496	0.5739446777
1497	0.5739342522
1498	0.5739239312
1499	0.5739129194
1500	0.5739012776
1501	0.5738923192
1502	0.5738803531
1503	0.5738651491
1504	0.5738526826
1505	0.5738420879
1506	0.5738318641
1507	0.573819183
1508	0.573808373
1509	0.5737969629
1510	0.5737850918
1511	0.5737743804
1512	0.5737631563
1513	0.5737515958
